,PER,PBR,予想配当利回り(%),ROE(%),ROA(%),時価総額(10億円),今期経常利益変化率(%),過去3年平均売上高成長率(%),売上高経常利益率(%),業績予想修正率(%),自己資本比率(%),株価25日移動平均からの乖離率(%),株価75日移動平均からの乖離率(%),平均売買代金(100万円),過去60日ボラティリティー(%),ヒストリカル・ベータ,過去14日RSI,信用残／売買高レシオ,成長性,割安性,企業規模,テクニカル,財務健全性,市場トレンド,クォンツスコア
8957(東急ＲＥ),25.31,1.62,3.57,6.39,3.14,186.72,4.24,0.91,43.87,0.19,49.15,1.48,-0.03,321.16,16.99,0.35,57.21,0.27,5,3,8,7,6,10,65/100
8958(グロバワン),24.73,1.19,4.04,4.81,2.32,115.14,-0.98,-0.5,40.36,0.0,48.26,2.39,-0.69,276.57,17.86,0.42,63.03,0.39,3,4,7,5,6,10,58/100
8960(ユナイテッド),26.88,1.22,4.32,4.55,2.37,447.79,-15.4,-1.11,36.59,0.0,51.95,1.01,-5.12,1921.44,19.14,0.31,54.21,0.35,3,5,9,7,7,10,68/100
8961(森トラストＲ),20.05,1.21,4.63,6.02,2.92,193.25,-2.74,1.17,54.2,0.0,48.5,-0.32,-3.05,275.2,15.97,0.28,43.64,0.87,4,5,8,4,6,10,62/100
8963(ＩＮＶ),,1.1,,,,268.87,,,,0.0,49.23,1.66,3.75,893.27,30.39,0.31,63.75,3.72,5,5,9,7,6,10,70/100
8964(フロンティア),24.0,1.75,4.17,7.31,3.78,279.16,5.97,2.34,51.22,0.06,51.74,1.67,4.44,707.29,18.97,0.38,61.21,0.31,6,3,9,7,7,10,70/100
8966(平和不リート),30.97,1.75,3.61,5.65,2.82,166.7,-7.72,0.3,40.56,0.0,49.84,-0.77,-3.9,269.11,19.85,-0.11,47.25,0.17,4,3,8,5,6,10,60/100
8967(日本ロジ),34.33,2.24,2.91,6.53,3.38,301.39,12.19,-13.81,47.5,0.0,51.8,-0.8,-1.73,453.55,16.38,0.14,44.68,0.09,1,3,9,5,7,10,58/100
8968(福岡リート),24.17,1.32,4.14,5.48,2.79,134.68,-1.06,0.42,32.33,0.0,50.93,0.16,-2.59,161.12,17.64,0.42,55.0,0.85,4,4,7,6,6,10,62/100
8972(ケネオフィス),26.38,1.32,3.95,4.99,2.52,303.81,-17.91,-0.39,38.31,0.0,50.49,-1.91,-6.67,1054.57,17.9,0.2,45.26,0.23,3,5,9,5,6,10,63/100
8975(いちごオフィ),21.02,1.29,4.92,6.12,2.75,131.81,0.45,-1.7,39.99,0.0,45.0,-1.54,-5.88,316.68,18.38,0.46,38.17,0.79,3,6,8,5,4,10,60/100
8976(大和オフィス),26.3,1.4,3.86,5.31,2.78,354.35,-10.77,-0.92,48.64,0.0,52.35,-0.79,-4.01,738.66,16.27,0.15,39.71,0.13,3,4,9,5,7,10,63/100
8977(阪急阪神Ｒ),29.15,1.35,3.43,4.64,2.34,117.14,-3.92,-3.4,34.57,0.0,50.51,0.62,2.36,206.48,16.36,0.43,53.79,-0.2,2,3,7,8,6,10,60/100
8979(スターツプロ),26.03,1.37,3.84,5.27,2.53,59.46,-1.63,-5.27,36.75,0.0,48.08,-3.77,-6.23,135.12,17.66,0.12,21.46,0.36,2,5,6,6,5,10,57/100
8984(ハウスリート),33.03,1.55,3.51,4.71,2.56,760.96,-0.85,4.24,38.22,0.0,54.37,0.85,-0.61,1422.62,20.58,0.49,50.63,0.09,5,3,10,7,8,10,72/100
8985(ホテルリート),1473.91,1.37,0.18,0.09,0.05,302.86,-85.12,-21.15,1.62,-4.9,55.26,1.03,3.23,753.76,25.82,0.37,59.34,2.57,1,1,9,8,8,10,62/100
8986(大和証券リビ),27.68,1.6,3.79,5.58,2.62,251.58,-1.44,10.38,40.63,0.0,46.92,0.31,-2.79,450.36,19.04,-0.01,51.16,0.22,7,4,8,7,5,10,68/100
8987(エクセレント),25.09,1.25,3.99,4.97,2.58,190.1,-4.7,-5.53,35.45,0.0,51.82,2.44,-0.67,398.39,16.73,0.36,62.6,0.94,2,4,8,5,7,10,60/100
8995(誠建設),11.06,0.37,3.89,3.32,2.09,1.29,3.64,-0.16,5.66,0.0,63.03,1.86,5.64,0.25,13.46,0.09,72.0,22.0,4,8,1,4,8,7,53/100
9001(東武),120.21,1.32,0.71,1.1,0.29,588.95,,-6.7,3.0,-0.96,26.45,-1.13,-2.33,1427.65,22.37,0.63,43.11,1.04,1,2,9,3,4,10,48/100
9003(相鉄ＨＤ),-150.42,1.51,0.47,-1.01,-0.23,210.52,,-5.54,-0.23,-29.17,22.48,-1.46,-1.67,372.2,25.68,0.48,44.85,1.09,1,2,8,4,2,10,45/100
9005(東急),107.12,1.52,0.88,1.42,0.4,1071.03,,-8.94,2.9,0.0,28.37,5.92,9.86,1696.67,24.33,0.72,68.5,0.18,1,1,10,7,4,10,55/100
9006(京急),38.37,1.43,0.78,3.73,0.99,352.97,,-5.99,0.15,0.0,26.58,-0.7,-2.93,952.67,24.47,0.72,46.26,3.24,2,3,9,3,4,10,52/100
9007(小田急),86.07,2.46,0.43,2.86,0.75,860.81,,-11.1,0.55,-16.43,26.37,-3.88,-7.76,1916.7,24.44,0.75,29.95,0.63,1,2,10,5,3,10,52/100
9008(京王),389.29,2.03,0.73,0.52,0.2,700.6,,-11.61,1.15,-21.73,37.73,-3.65,-7.46,1838.33,27.23,0.8,33.98,0.43,1,2,10,6,6,10,58/100
9009(京成),-117.11,1.64,0.47,-1.4,-0.59,620.68,,-3.65,-0.96,-22.82,42.04,-0.91,3.21,1495.19,27.86,0.69,42.75,0.04,2,1,9,5,7,10,57/100
9010(富士急),223.24,11.24,0.2,5.03,1.18,267.84,,-7.1,5.25,0.0,23.46,5.31,5.09,328.36,31.78,0.77,74.56,-0.44,2,1,8,6,3,10,50/100
9012(秩父鉄),32.18,0.35,0.0,1.08,0.47,3.54,,-0.07,3.6,0.0,43.41,1.36,1.61,0.34,13.57,0.16,100.0,,3,5,1,8,7,8,53/100
9014(新京成),32.34,0.52,1.22,1.61,0.68,22.58,,-3.32,5.93,-4.79,42.36,-0.15,-2.98,12.03,11.61,0.32,50.6,1.55,2,6,3,3,7,10,52/100
9017(新潟交),,0.47,,,,7.89,,,,0.0,28.95,0.86,1.29,0.68,4.95,-0.0,67.8,10.94,5,5,1,5,4,7,45/100
9020(ＪＲ東日本),-16.81,1.06,1.4,-6.31,-1.79,2690.12,,-10.15,-7.78,-134.21,28.43,-1.86,-1.99,10821.71,28.76,0.44,39.7,2.31,1,2,10,5,4,10,53/100
9021(ＪＲ西日本),-11.26,1.54,1.86,-13.66,-3.35,1312.24,,-9.98,-13.45,0.0,24.51,-0.49,-3.11,9672.94,36.91,0.32,51.68,1.32,1,1,10,5,3,10,50/100
9022(ＪＲ東海),-115.94,0.95,0.77,-0.82,-0.31,3478.31,,-14.26,-3.27,-34.93,37.94,-0.94,2.38,10675.57,24.37,0.56,45.29,1.82,1,1,10,4,6,10,53/100
9024(西武ＨＤ),-29.67,1.39,0.39,-4.67,-0.82,415.33,,-8.62,-3.93,-4.48,17.65,-0.39,-1.16,1942.2,36.43,0.91,52.29,1.24,1,1,9,5,1,7,40/100
9025(鴻池運輸),15.1,0.68,1.8,4.53,1.78,69.48,-27.64,-1.57,2.43,0.0,39.24,-0.99,-5.37,61.09,27.03,0.68,46.48,3.36,2,8,6,5,3,5,48/100
9027(ロジネットＪ),7.82,1.5,2.17,19.17,8.26,22.57,12.14,4.3,5.53,0.0,43.1,-0.17,-2.08,2.72,16.38,0.11,35.71,,9,8,2,4,4,6,55/100
9028(ゼロ),6.74,0.76,3.89,11.32,6.28,21.56,-11.6,1.74,5.0,0.0,55.52,1.01,-2.07,5.52,22.24,0.09,58.96,13.62,5,10,3,5,6,5,57/100
9029(ヒガシ２１),9.56,0.98,3.35,10.21,5.76,8.7,12.67,4.15,5.47,2.59,56.37,-7.45,-10.58,13.59,28.18,0.08,33.8,7.16,8,9,2,7,7,1,57/100
9031(西鉄),87.14,1.33,0.91,1.52,0.35,217.84,,-0.3,1.28,4.48,23.19,-0.88,-0.81,236.28,25.54,0.78,51.1,-0.05,3,2,8,3,3,10,48/100
9033(広電鉄),-26.62,0.62,0.0,-2.32,-0.97,23.69,,-8.63,-15.65,-14.58,41.68,-8.31,-12.17,8.8,8.55,-0.04,0.0,0.73,1,4,3,7,7,6,47/100
9034(南総通運),6.72,0.28,3.25,4.24,2.53,5.38,-1.07,-0.63,9.7,0.0,59.74,-0.07,-4.24,2.08,18.96,0.33,56.3,8.4,3,10,1,3,8,6,52/100
9035(第一交通),17.72,0.65,3.57,3.67,0.83,27.46,,-4.24,3.3,0.0,22.68,-0.6,-2.24,2.31,15.45,0.2,43.4,,2,7,2,4,2,5,37/100
9036(東部ネット),11.02,0.29,1.59,2.63,2.22,5.41,-8.61,-8.71,7.35,0.0,84.56,-0.03,1.17,0.66,9.26,0.23,53.57,33.71,1,9,1,3,10,9,55/100
9037(ハマキョウ),8.56,0.88,2.63,10.22,5.22,57.8,5.38,2.58,9.2,0.0,51.07,-5.73,-7.23,95.68,23.39,0.91,31.75,0.89,7,9,6,6,5,4,62/100
9039(サカイ引越),11.89,1.31,2.01,11.04,8.0,94.7,1.84,2.47,11.54,0.0,72.5,-4.31,-8.3,74.27,21.23,0.83,33.99,-1.79,7,8,7,5,10,8,75/100
9040(大宝運輸),11.68,0.38,3.24,3.29,1.98,2.34,48.94,-1.33,3.48,0.0,60.05,-0.82,-6.69,0.52,32.56,0.12,40.0,,4,9,1,5,8,5,53/100
9041(近鉄ＧＨＤ),24.24,2.12,0.0,8.73,1.43,678.76,,-12.87,1.61,0.0,16.4,-1.17,-3.13,1498.9,25.19,0.61,45.07,1.44,2,4,9,4,1,10,50/100
9042(阪急阪神),75.55,1.05,1.4,1.38,0.46,906.51,,-0.93,3.38,0.0,33.08,1.54,4.09,1903.31,23.44,0.79,59.79,0.04,3,2,10,5,6,10,60/100
9044(南海電),57.24,1.02,1.13,1.78,0.46,251.87,320.71,-2.91,3.78,-6.78,25.62,-1.82,-4.3,511.85,22.01,0.45,39.56,1.33,5,3,8,5,3,9,55/100
9045(京阪ＨＤ),64.92,1.41,0.82,2.17,0.69,344.08,4521.85,-6.64,4.18,0.0,31.97,0.81,-0.68,894.19,28.35,0.98,53.73,4.26,5,2,9,6,5,9,60/100
9046(神電鉄),55.14,1.37,0.0,2.48,0.54,27.57,62.16,-2.41,2.82,0.0,21.72,-0.23,-2.24,11.61,12.61,0.28,45.65,-1.83,4,2,3,3,2,10,40/100
9048(名鉄),76.51,1.03,0.64,1.34,0.42,382.58,,-6.66,2.0,-13.49,31.23,0.21,0.29,1265.4,24.62,0.75,48.51,3.12,1,2,9,7,5,10,57/100
9049(京福電),23.8,0.9,0.0,3.77,1.2,5.95,-60.94,-2.95,0.44,0.0,32.0,1.0,2.86,0.62,12.06,0.08,60.34,0.48,1,4,1,8,5,8,45/100
9051(センコン物流),10.99,0.98,1.93,8.96,2.2,4.4,12.36,1.4,4.09,0.0,24.57,0.1,-3.89,0.76,22.0,0.25,56.25,13.05,6,8,1,5,2,2,40/100
9052(山陽電),22.72,1.07,1.5,4.71,1.98,44.8,180.98,-11.44,7.44,-0.11,42.01,1.17,1.09,30.19,17.2,0.54,60.65,-1.35,3,4,5,8,7,8,58/100
9055(アルプス物流),13.26,0.75,2.48,5.68,3.31,37.14,-4.59,0.12,4.47,0.0,58.24,0.4,4.0,19.61,36.7,0.43,51.04,23.22,4,6,4,7,8,5,57/100
9057(遠州トラック),8.48,1.1,3.24,13.0,7.39,18.65,0.5,13.99,7.62,0.0,56.81,-4.39,-6.23,11.27,16.46,0.39,28.31,10.76,9,9,3,4,7,6,63/100
9058(トランコム),16.46,2.1,1.42,12.75,8.34,90.03,-1.44,2.77,5.07,0.0,65.4,3.72,2.51,155.46,29.25,0.96,53.85,-0.73,7,4,7,7,9,9,72/100
9059(カンダ),7.76,0.72,2.71,9.26,4.33,13.74,15.15,1.61,6.22,3.97,46.84,3.66,7.38,3.63,23.15,0.25,62.5,2.88,7,8,2,7,5,3,53/100
9060(日ロジテム),10.0,0.41,2.31,4.09,1.14,4.8,-7.94,4.28,1.43,0.0,27.81,0.51,0.67,0.44,8.56,0.33,71.43,80.89,5,9,1,5,2,5,45/100
9062(日通),13.13,1.17,3.47,8.93,3.19,682.56,-4.85,0.98,3.52,0.22,35.7,-3.31,-7.58,1583.41,26.16,1.4,38.19,0.49,5,8,9,6,3,5,60/100
9063(岡県運送),5.32,0.36,2.37,6.75,2.89,6.49,12.11,-2.84,4.38,0.0,42.82,1.3,-0.7,1.11,16.14,-0.14,61.16,74.29,4,10,1,6,4,6,52/100
9064(ヤマトＨＤ),19.81,1.86,1.67,9.37,4.95,1069.75,4.23,2.79,5.55,0.0,52.88,-1.5,-5.04,2459.33,17.48,0.44,44.13,0.51,7,5,10,4,6,10,70/100
9065(山九),14.29,1.34,2.28,9.36,4.82,314.34,-2.85,-1.44,6.21,2.69,51.42,-5.9,-5.91,817.32,25.55,1.16,24.44,0.05,4,7,9,7,5,6,63/100
9066(日新),7.02,0.54,3.42,7.74,3.68,34.38,70.28,-10.96,4.77,0.0,47.63,1.0,5.54,46.22,42.28,0.97,56.71,2.05,3,9,5,8,5,3,55/100
9067(丸運),14.65,0.32,3.04,2.21,1.27,7.62,7.67,-3.34,1.72,0.0,57.39,-1.76,-3.52,4.6,25.49,0.94,46.43,13.79,2,9,1,5,7,2,43/100
9068(丸全運),9.6,0.72,2.32,7.47,4.69,71.01,4.86,4.96,8.15,0.0,62.72,1.29,0.0,46.03,33.58,0.95,62.71,-0.09,7,8,6,8,9,5,72/100
9069(センコーＨＤ),10.34,1.11,3.06,10.76,3.33,149.89,12.46,5.71,4.0,0.0,30.96,-3.33,-4.97,344.43,20.81,0.63,37.5,-0.41,8,8,8,5,2,3,57/100
9070(トナミＨＤ),9.06,0.53,2.4,5.86,2.98,40.75,2.16,0.64,5.21,0.0,50.97,-8.6,-12.76,23.08,36.66,1.05,24.49,1.46,4,10,4,7,5,2,53/100
9101(郵船),1.83,2.08,10.46,113.54,33.4,1300.92,229.72,3.5,35.5,12.53,29.42,-1.32,-6.17,80049.55,66.43,2.04,50.0,0.8,10,10,10,7,5,2,73/100
9104(商船三井),1.69,1.4,11.9,83.08,22.91,810.62,259.27,0.22,39.34,9.24,27.57,-1.1,-8.72,34473.48,64.67,1.79,52.69,0.96,10,10,10,7,4,2,72/100
9107(川崎汽),1.32,2.24,5.77,169.57,37.96,488.48,335.76,-5.9,56.52,12.84,22.39,-0.16,-2.57,35427.17,81.53,2.36,51.86,0.79,9,10,10,7,3,3,70/100
9110(ユナイテド海),4.09,0.83,5.71,20.23,7.2,79.7,297.69,7.9,11.83,9.56,35.6,-9.31,-8.99,1944.62,75.68,1.51,38.76,1.11,10,10,8,9,7,1,75/100
9115(明治海),10.48,1.37,0.69,13.11,1.22,26.21,-12.31,2.02,5.11,7.45,9.3,-6.2,1.24,431.99,76.4,2.03,35.58,1.7,6,7,5,8,2,1,48/100
9119(飯野海),6.76,0.7,4.47,10.41,3.38,56.08,-25.11,4.97,5.2,3.04,32.46,-4.32,-1.62,384.76,48.91,1.47,39.29,1.08,6,10,7,7,5,1,60/100
9127(玉井船),3.84,0.86,2.51,22.31,9.21,3.84,,4.24,21.31,15.42,41.3,-8.11,-0.66,325.7,110.16,1.22,44.31,1.28,9,10,2,7,7,1,60/100
9130(共栄タ),7.46,0.48,2.28,6.47,1.31,6.72,-67.0,-4.13,0.85,0.0,20.18,-11.45,-13.27,52.39,66.05,0.93,28.17,4.0,1,10,2,9,2,1,42/100
9142(ＪＲ九州),123.32,1.07,3.49,0.87,0.38,419.21,,-9.64,0.25,-22.89,43.77,2.03,4.93,2444.46,24.89,0.36,59.14,2.83,1,2,9,5,7,10,57/100
9143(ＳＧＨＤ),19.72,4.21,1.57,21.34,10.76,1676.55,22.51,9.07,8.76,3.42,50.41,-8.26,-13.18,2299.07,28.79,0.95,16.89,0.36,10,6,10,8,5,3,70/100
9145(ビイングＨＤ),13.47,2.64,1.49,19.25,4.78,8.93,25.79,12.91,5.05,1.37,24.83,-2.54,0.1,24.13,27.37,0.53,37.83,27.01,10,5,2,6,2,2,45/100
9171(栗林船),,0.31,1.27,0.0,0.0,6.01,31.15,-3.25,0.93,-0.84,28.22,-2.88,-0.76,13.46,75.04,0.58,43.84,11.41,2,3,1,6,4,2,30/100
9173(東海汽),-43.25,1.09,0.0,-2.51,-0.56,5.19,,-1.29,1.11,0.0,22.28,0.51,1.15,1.39,6.21,-0.05,63.1,4.57,2,1,1,8,3,8,38/100
9176(佐渡汽),,-3.01,0.0,,0.0,4.13,,,,0.0,-11.48,1.49,2.09,2.5,18.08,0.22,58.14,0.66,5,1,1,8,2,3,33/100
9179(川崎近海),9.13,0.33,3.4,3.6,1.94,8.68,621.93,-2.42,3.21,12.05,53.91,-2.21,-4.7,4.78,31.82,0.44,42.49,22.13,6,10,1,5,8,4,57/100
9193(東京汽),-28.45,0.29,1.7,-1.02,-0.77,5.89,,-5.16,-3.46,-59.2,75.5,-3.02,-2.95,1.02,19.4,0.21,23.26,24.93,1,3,1,4,10,9,47/100
9201(ＪＡＬ),-7.53,1.16,0.0,-15.41,-6.93,1099.85,,-11.06,-25.85,0.0,44.96,0.55,3.85,12233.66,31.13,0.84,55.2,2.28,1,1,10,8,7,10,62/100
9202(ＡＮＡＨＤ),-13.41,1.33,0.0,-9.93,-3.12,1341.25,,-11.36,-13.21,-562.15,31.4,1.47,3.57,11161.07,29.01,0.62,58.97,1.47,1,1,10,8,3,10,55/100
9206(ＳＦＪ),,1.33,0.0,0.0,0.0,8.3,,,,0.0,19.1,0.14,1.21,2.94,20.38,0.88,50.59,9.13,5,1,1,7,3,6,38/100
9232(パスコ),8.2,0.96,2.46,11.67,3.72,20.49,-13.87,1.84,7.3,0.0,31.91,-5.48,-3.98,19.34,28.78,0.75,38.72,4.98,5,9,3,7,5,2,52/100
9233(アジア航),9.71,1.1,2.72,11.37,6.29,17.09,10.33,9.78,7.75,0.0,55.29,1.06,-2.34,12.27,19.29,0.62,54.0,14.03,9,8,3,5,8,4,62/100
9240(デリバリコン),26.94,9.9,0.0,36.74,18.14,5.52,11.28,20.66,14.73,0.0,49.38,7.85,13.79,93.73,77.48,0.57,66.96,4.41,10,1,2,5,5,4,45/100
9241(ＦＬネット),24.98,5.02,0.0,20.11,8.41,1.77,3.19,10.81,6.34,0.0,41.82,-6.51,-16.64,17.3,62.82,-0.71,48.09,13.63,9,5,1,6,4,1,43/100
9242(メディア総研),20.03,4.31,0.0,20.97,16.97,2.48,-14.97,9.87,18.91,0.0,80.93,-9.11,-18.35,14.75,79.26,0.5,42.68,12.4,9,7,1,6,10,2,58/100
9244(デジタリフト),22.75,10.75,0.0,45.27,14.75,2.61,49.56,,6.7,0.0,32.57,-1.23,-2.97,242.17,105.74,0.5,53.27,1.45,5,3,2,5,2,3,33/100
9245(リベロ),47.59,11.37,0.0,23.71,12.67,10.55,4.09,8.17,13.83,0.0,53.46,-15.87,-7.79,1736.35,150.31,0.5,40.32,0.34,9,2,4,9,6,2,53/100
9246(プロカン),80.0,46.79,0.0,56.78,25.64,22.41,131.18,,19.37,0.0,45.15,-12.04,-9.96,3453.39,109.76,0.5,39.07,0.68,5,2,6,10,4,3,50/100
9247(ＴＲＥＨＤ),27.12,,2.35,,,89.49,,,,0.0,,0.4,1.34,691.23,59.51,0.5,42.04,1.78,5,5,8,9,5,5,62/100
9248(人・夢・技術),9.11,,3.15,,,18.23,,,,0.0,,-2.78,-3.71,41.44,25.06,0.5,46.08,7.96,5,5,3,5,5,6,48/100
9249(エコシステム),6.49,2.98,0.0,34.36,8.42,4.44,77.09,3.74,10.84,0.0,24.5,-15.07,-15.07,65.57,39.42,0.5,7.35,2.41,10,10,2,8,2,1,55/100
9260(ウィズメタク),14.98,1.13,2.02,7.53,3.34,56.91,197.38,3.44,2.55,7.72,44.41,1.31,9.8,29.3,51.21,0.64,61.5,0.67,9,4,5,9,5,4,60/100
9262(シルバライフ),34.91,3.05,0.0,8.73,5.2,15.02,-30.11,14.54,5.8,0.48,59.62,-4.82,-17.18,75.97,38.78,0.38,30.67,3.82,8,5,3,6,8,3,55/100
9263(ビジョナリー),105.24,2.11,0.0,2.0,0.5,10.52,-56.8,0.68,1.48,0.0,25.13,-7.09,-7.77,28.74,39.05,1.14,17.02,11.96,2,2,2,6,2,1,25/100
9264(ポエック),21.64,1.83,1.75,8.44,2.77,5.11,16.61,6.39,5.07,0.0,32.77,-4.67,-8.17,5.93,22.67,0.68,31.61,8.06,8,6,1,4,3,3,42/100
9265(ヤマシタＨＤ),14.45,0.66,2.09,4.57,1.42,5.0,-43.08,-5.96,1.17,0.0,31.16,-3.4,2.27,5.97,27.18,0.19,42.6,22.02,1,6,1,6,2,5,35/100
9267(Ｇｅｎｋｙ),16.85,2.47,0.49,14.68,5.2,79.55,3.01,15.5,4.25,0.0,35.4,-2.65,4.08,172.18,33.82,0.82,47.06,0.75,9,3,7,7,3,5,57/100
9268(オプティマス),5.34,0.94,4.89,17.65,6.68,10.96,90.17,15.2,6.22,7.69,37.85,-6.54,-2.65,40.39,81.69,0.13,35.04,10.64,10,10,3,7,4,1,58/100
9270(バリュエンス),44.68,5.78,0.81,12.93,4.91,41.12,74.18,19.89,2.64,0.0,38.0,-1.48,4.69,172.68,55.84,0.78,55.7,-0.24,10,1,6,7,4,5,55/100
9271(和心),-1.83,-12.73,0.0,,-85.29,1.46,,-24.42,-100.0,0.0,-12.26,-10.53,-8.03,5.32,91.27,0.63,21.67,0.5,5,1,1,9,1,1,30/100
9272(ブティックス),126.98,17.41,0.0,13.7,7.65,16.26,-31.16,6.91,11.71,30.77,55.79,14.06,28.02,13.0,55.85,1.15,72.18,26.05,7,1,3,5,6,6,47/100
9273(コーア商ＨＤ),12.66,1.56,1.52,12.33,8.31,26.07,0.47,6.87,18.44,0.0,67.34,-5.31,-2.92,34.53,33.61,0.81,39.24,9.99,8,7,4,3,9,3,57/100
9274(国際紙パルプ),7.1,0.67,3.02,9.66,1.53,29.08,,12.57,0.92,0.0,15.81,5.7,13.92,81.67,62.15,1.05,66.67,2.42,9,8,5,8,1,1,53/100
9275(ナルミヤ),12.18,2.77,2.57,22.74,6.85,12.21,67.2,5.46,4.88,0.0,30.11,7.06,13.6,30.53,37.08,0.74,69.45,11.65,10,3,3,4,2,3,42/100
9278(ブックオフＧ),50.69,1.58,0.81,3.11,0.99,20.28,-44.19,1.76,1.41,0.0,31.88,0.2,1.18,11.11,10.75,0.28,53.85,-5.23,3,2,3,8,2,6,40/100
9279(ギフト),38.18,9.71,0.66,25.43,11.5,30.16,189.06,25.37,10.78,0.0,45.21,4.41,16.32,261.23,52.25,1.07,68.63,1.05,10,1,5,8,4,4,53/100
9281(タカラインフ),20.16,1.13,5.66,5.59,2.54,25.79,-15.34,4.63,25.03,0.0,45.5,-3.85,-4.22,58.7,7.69,0.02,14.86,1.61,5,6,4,6,4,8,55/100
9282(いちごグリン),38.31,1.61,5.82,4.21,1.77,6.98,2.23,-1.39,17.07,0.0,42.12,1.88,2.26,8.95,5.32,0.24,81.48,12.78,3,2,1,4,4,10,40/100
9283(日本再生エネ),25.07,1.2,5.93,4.76,2.09,21.64,13.68,7.49,21.63,0.0,43.97,-0.2,-0.25,17.1,3.41,0.08,50.0,9.82,7,4,3,3,4,10,52/100
9284(カナディアン),19.4,1.2,6.0,6.16,2.95,48.33,16.01,17.64,33.32,0.88,47.91,0.01,-0.36,72.3,2.93,0.19,52.0,9.24,9,5,5,4,5,10,63/100
9285(東京インフラ),35.03,1.17,5.94,3.34,1.53,11.37,-34.01,26.74,18.56,0.0,45.68,-0.17,0.43,11.94,3.44,0.12,55.17,14.31,8,3,2,4,4,9,50/100
9286(エネクスＩＦ),36.38,4.13,6.26,11.36,4.8,33.44,316.29,43.56,19.6,0.0,42.27,-1.82,-2.6,143.44,7.8,0.05,31.25,7.93,10,2,5,5,4,9,58/100
9287(Ｊインフラ),22.45,1.1,5.9,4.91,2.58,13.35,56.84,44.66,27.41,0.0,52.47,-0.73,-0.37,28.58,4.13,0.1,43.75,9.13,10,4,3,4,7,9,62/100
9301(三菱倉),17.83,0.82,2.58,4.6,2.78,265.64,18.65,1.99,7.92,4.43,60.4,-4.86,-5.97,712.31,21.68,1.1,33.33,-0.01,6,7,9,5,8,8,72/100
9302(三井倉ＨＤ),5.08,0.95,2.93,18.66,4.91,59.47,16.59,4.41,7.31,9.59,26.3,2.72,-6.57,217.63,34.72,1.02,58.61,2.22,9,10,6,7,2,1,58/100
9303(住友倉),9.01,0.83,4.52,9.26,5.01,157.65,102.92,5.65,12.56,17.87,54.15,3.3,5.1,240.36,28.22,1.06,59.79,0.14,9,7,8,7,7,5,72/100
9304(渋沢倉),11.93,0.7,2.73,5.84,2.68,33.42,6.9,1.24,6.27,0.0,45.89,0.7,-0.64,32.81,32.99,1.16,55.71,1.28,5,7,4,7,4,2,48/100
9305(ヤマタネ),10.88,0.45,3.47,4.1,1.34,17.96,-13.75,-3.36,5.63,0.0,32.66,-0.9,-0.74,18.17,16.74,0.65,42.5,5.98,2,9,3,3,3,6,43/100
9306(東陽倉),10.25,0.61,2.76,5.91,2.91,12.82,2.92,-1.08,6.43,0.0,49.31,-1.14,-1.71,5.78,40.63,1.15,50.0,4.25,4,9,2,5,5,1,43/100
9307(杉村倉),17.34,0.83,1.07,4.77,2.89,11.45,-21.38,-0.37,9.54,-2.3,60.57,-4.38,3.79,62.15,65.12,0.89,41.0,5.63,3,5,3,7,8,3,48/100
9308(乾汽船),7.24,2.9,6.59,40.05,13.75,52.2,,11.64,26.52,5.42,34.33,-10.2,-7.0,631.3,67.96,1.93,28.75,-0.46,10,9,7,9,6,1,70/100
9310(トランシティ),9.3,0.6,1.72,6.49,3.35,39.08,22.87,2.91,5.96,0.0,51.54,-3.01,-4.36,22.89,46.33,1.47,48.4,1.08,7,9,4,7,6,1,57/100
9311(アサガミ),8.33,0.32,3.1,3.88,1.39,5.49,26.03,-4.27,3.06,0.0,35.79,-2.55,-0.26,0.55,18.46,0.18,25.45,15.21,3,10,1,4,3,6,45/100
9312(ケイヒン),5.39,0.47,3.57,8.64,4.0,9.16,-0.64,-0.7,5.15,9.79,46.24,-0.7,-0.89,6.95,18.58,0.31,49.64,14.07,4,10,2,3,4,6,48/100
9313(丸八倉),10.97,0.53,2.22,4.86,2.82,5.26,0.41,0.04,14.8,0.0,58.05,-1.1,-2.66,0.57,16.58,0.28,35.48,100.16,4,9,1,2,8,6,50/100
9318(アジア開発),,2.76,0.0,0.0,0.0,10.93,,-10.75,0.0,0.0,62.06,0.0,-14.36,115.89,120.02,0.14,50.0,2.21,1,2,3,7,9,5,45/100
9319(中央倉),15.51,0.45,2.36,2.9,2.3,18.15,-0.57,-2.9,7.96,0.0,79.34,-2.03,-4.5,6.87,16.35,0.61,35.44,3.49,2,8,2,5,10,6,55/100
9322(川西倉),19.01,0.58,1.17,3.05,1.54,9.89,41.86,-2.65,3.75,0.0,50.52,2.0,1.68,2.61,46.4,0.83,60.87,5.4,4,6,1,5,5,3,40/100
9324(安田倉),11.1,0.38,2.52,3.42,1.77,28.87,-8.32,3.74,7.77,0.0,51.63,-1.85,-1.78,12.62,19.27,0.63,43.88,4.8,4,9,3,5,6,4,52/100
9325(ファイズＨＤ),19.28,4.45,0.0,23.09,9.22,7.52,9.59,23.73,4.0,0.0,39.93,-1.43,-6.95,14.01,25.8,0.82,44.27,10.02,10,5,2,3,3,1,40/100
